ID,Building Code,DBN,Location Name,Location Code,Address,Borough,Geographical District Code,Register,Building Name,# Schools,Schools in Building,Major N,Oth N,NoCrim N,Prop N,Vio N,ENGroupA,RangeA,AvgOfMajor N,AvgOfOth N,AvgOfNoCrim N,AvgOfProp N,AvgOfVio N
899,M440,02M392,MANHATTAN BUSINESS ACADEMY(MS),M392,351 WEST 18 STREET,M,2,331,351 WEST 18 STREET CONSOLIDATED LOCATION,6,"James Baldwin School, The: A School for Expedition |  MANHATTAN BUSINESS ACADEMY |  Landmark High School |  Quest to Learn |  Hudson High School of Learning Technologies |  Humanities Preparatory Academy |  351 WEST  18 STREET CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
900,M440,02M419,LANDMARK HS(MS) ,M419,351 WEST 18 STREET,M,2,278,351 WEST 18 STREET CONSOLIDATED LOCATION,6,"James Baldwin School, The: A School for Expedition |  MANHATTAN BUSINESS ACADEMY |  Landmark High School |  Quest to Learn |  Hudson High School of Learning Technologies |  Humanities Preparatory Academy |  351 WEST  18 STREET CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
901,M440,02M422,QUEST TO LEARN(MS),M422,351 WEST 18 STREET,M,2,488,351 WEST 18 STREET CONSOLIDATED LOCATION,6,"James Baldwin School, The: A School for Expedition |  MANHATTAN BUSINESS ACADEMY |  Landmark High School |  Quest to Learn |  Hudson High School of Learning Technologies |  Humanities Preparatory Academy |  351 WEST  18 STREET CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
902,M440,02M437,HUDSON HS OF LEARNING TECHNOLOGIES(MS),M437,351 WEST 18 STREET,M,2,371,351 WEST 18 STREET CONSOLIDATED LOCATION,6,"James Baldwin School, The: A School for Expedition |  MANHATTAN BUSINESS ACADEMY |  Landmark High School |  Quest to Learn |  Hudson High School of Learning Technologies |  Humanities Preparatory Academy |  351 WEST  18 STREET CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
903,M440,02M605,HUMANITIES PREPARATORY ACADEMY(MS) ,M605,351 WEST 18 STREET,M,2,172,351 WEST 18 STREET CONSOLIDATED LOCATION,6,"James Baldwin School, The: A School for Expedition |  MANHATTAN BUSINESS ACADEMY |  Landmark High School |  Quest to Learn |  Hudson High School of Learning Technologies |  Humanities Preparatory Academy |  351 WEST  18 STREET CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
905,M445,02M294,ESSEX STREET ACADEMY(MS) ,M294,350 GRAND STREET,M,2,260,350 GRAND STREET CONSOLIDATED LOCATION,7,ESSEX STREET ACADEMY(MS)| THE URBAN ASSEMBLY ACADEMY OF GOVERNMENT & LAW(MANHATTAN) |LOWER MANHATTAN ARTS ACADEMY(MS)|SEWARD PARK HS(MANHATTAN)|NEW DESIGN HS(MS)| HS FOR DUAL LANGUAGE & ASIAN STUDIES(MS) |SEWARD PARK GED(MANHATTAN)|350 GRAND STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
906,M445,02M305,THE URBAN ASSEMBLY ACADEMY OF GOVERNMENT & LAW(MANHATTAN) ,M305,350 GRAND STREET,M,2,244,350 GRAND STREET CONSOLIDATED LOCATION,7,ESSEX STREET ACADEMY(MS)| THE URBAN ASSEMBLY ACADEMY OF GOVERNMENT & LAW(MANHATTAN) |LOWER MANHATTAN ARTS ACADEMY(MS)|SEWARD PARK HS(MANHATTAN)|NEW DESIGN HS(MS)| HS FOR DUAL LANGUAGE & ASIAN STUDIES(MS) |SEWARD PARK GED(MANHATTAN)|350 GRAND STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
907,M445,02M308,LOWER MANHATTAN ARTS ACADEMY(MS) ,M308,350 GRAND STREET,M,2,259,350 GRAND STREET CONSOLIDATED LOCATION,7,ESSEX STREET ACADEMY(MS)| THE URBAN ASSEMBLY ACADEMY OF GOVERNMENT & LAW(MANHATTAN) |LOWER MANHATTAN ARTS ACADEMY(MS)|SEWARD PARK HS(MANHATTAN)|NEW DESIGN HS(MS)| HS FOR DUAL LANGUAGE & ASIAN STUDIES(MS) |SEWARD PARK GED(MANHATTAN)|350 GRAND STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
908,M445,02M445,SEWARD PARK HS(MANHATTAN),M294,350 GRAND STREET,M,2,260,350 GRAND STREET CONSOLIDATED LOCATION,7,ESSEX STREET ACADEMY(MS)| THE URBAN ASSEMBLY ACADEMY OF GOVERNMENT & LAW(MANHATTAN) |LOWER MANHATTAN ARTS ACADEMY(MS)|SEWARD PARK HS(MANHATTAN)|NEW DESIGN HS(MS)| HS FOR DUAL LANGUAGE & ASIAN STUDIES(MS) |SEWARD PARK GED(MANHATTAN)|350 GRAND STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
909,M445,02M543,NEW DESIGN HS(MS) ,M543,350 GRAND STREET,M,2,331,350 GRAND STREET CONSOLIDATED LOCATION,7,ESSEX STREET ACADEMY(MS)| THE URBAN ASSEMBLY ACADEMY OF GOVERNMENT & LAW(MANHATTAN) |LOWER MANHATTAN ARTS ACADEMY(MS)|SEWARD PARK HS(MANHATTAN)|NEW DESIGN HS(MS)| HS FOR DUAL LANGUAGE & ASIAN STUDIES(MS) |SEWARD PARK GED(MANHATTAN)|350 GRAND STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
910,M445,02M545,HS FOR DUAL LANGUAGE & ASIAN STUDIES(MS) ,M545,350 GRAND STREET,M,2,295,350 GRAND STREET CONSOLIDATED LOCATION,7,ESSEX STREET ACADEMY(MS)| THE URBAN ASSEMBLY ACADEMY OF GOVERNMENT & LAW(MANHATTAN) |LOWER MANHATTAN ARTS ACADEMY(MS)|SEWARD PARK HS(MANHATTAN)|NEW DESIGN HS(MS)| HS FOR DUAL LANGUAGE & ASIAN STUDIES(MS) |SEWARD PARK GED(MANHATTAN)|350 GRAND STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
911,M445,71M446,SEWARD PARK GED(MANHATTAN),M294,350 GRAND STREET,M,2,GED PROGRAM,350 GRAND STREET CONSOLIDATED LOCATION,7,ESSEX STREET ACADEMY(MS)| THE URBAN ASSEMBLY ACADEMY OF GOVERNMENT & LAW(MANHATTAN) |LOWER MANHATTAN ARTS ACADEMY(MS)|SEWARD PARK HS(MANHATTAN)|NEW DESIGN HS(MS)| HS FOR DUAL LANGUAGE & ASIAN STUDIES(MS) |SEWARD PARK GED(MANHATTAN)|350 GRAND STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
912,M445,,350 GRAND STREET CONSOLIDATED LOCATION,,350 GRAND STREET,M,2,1649,350 GRAND STREET CONSOLIDATED LOCATION,7,ESSEX STREET ACADEMY(MS)| THE URBAN ASSEMBLY ACADEMY OF GOVERNMENT & LAW(MANHATTAN) |LOWER MANHATTAN ARTS ACADEMY(MS)|SEWARD PARK HS(MANHATTAN)|NEW DESIGN HS(MS)| HS FOR DUAL LANGUAGE & ASIAN STUDIES(MS) |SEWARD PARK GED(MANHATTAN)|350 GRAND STREET CONSOLIDATED LOCATION,2,5,8,5,2,8C,1501-1750,0.45,2.95,7.14,1.48,1.6
913,M446,01M448,UNIVERSITY NEIGHBORHOOD HS(MANHATTAN),M448,200 MONROE STREET,M,1,371,,1,UNIVERSITY NEIGHBORHOOD HS(MANHATTAN),0,1,5,1,0,3C,251-500,0.25,1.03,2.22,0.55,0.58
914,M451,79M550,LIBERTY HS ACADEMY FOR NEWCOMERS(MS) ,M550,250 WEST 18 STREET,M,79,382,,1,LIBERTY HS ACADEMY FOR NEWCOMERS(MS) ,0,0,5,0,0,3C,251-500,0.25,1.03,2.22,0.55,0.58
915,M460,02M374,GRAMMERCY ARTS HS(MS),M374,40 IRVING PLACE,M,2,394,40 IRVING PLACE CONSOLIDATED LOCATION,8,Gramercy Arts High School|THE HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY|International High School at Union Square|Washington Irving HS|Union Square Academy for Health Sciences|Academy for Software Engineering|Success Academy Union Square (Manhattan 1)|Washington Irving evening school|40 IRVING PLACE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
916,M460,02M399,THE HS FOR LANGUAGE & DIPLOMACY(MANHATTAN),M399,40 IRVING PLACE,M,2,229,40 IRVING PLACE CONSOLIDATED LOCATION,8,Gramercy Arts High School|THE HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY|International High School at Union Square|Washington Irving HS|Union Square Academy for Health Sciences|Academy for Software Engineering|Success Academy Union Square (Manhattan 1)|Washington Irving evening school|40 IRVING PLACE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
917,M460,02M438,INTERNATIONAL HS AT UNION SQUARE(MS),M438,40 IRVING PLACE,M,2,302,40 IRVING PLACE CONSOLIDATED LOCATION,8,Gramercy Arts High School|THE HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY|International High School at Union Square|Washington Irving HS|Union Square Academy for Health Sciences|Academy for Software Engineering|Success Academy Union Square (Manhattan 1)|Washington Irving evening school|40 IRVING PLACE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
918,M460,02M460,WASHINGTON IRVING HS(MANHATTAN) ,M902,40 IRVING PLACE,M,2,SCHOOL CLOSED,40 IRVING PLACE CONSOLIDATED LOCATION,8,Gramercy Arts High School|THE HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY|International High School at Union Square|Washington Irving HS|Union Square Academy for Health Sciences|Academy for Software Engineering|Success Academy Union Square (Manhattan 1)|Washington Irving evening school|40 IRVING PLACE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
919,M460,02M533,UNION SQUARE ACADEMY FOR HEALTH SCIENCES(MS),M533,40 IRVING PLACE,M,2,317,40 IRVING PLACE CONSOLIDATED LOCATION,8,Gramercy Arts High School|THE HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY|International High School at Union Square|Washington Irving HS|Union Square Academy for Health Sciences|Academy for Software Engineering|Success Academy Union Square (Manhattan 1)|Washington Irving evening school|40 IRVING PLACE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
920,M460,02M546,ACADEMY FOR SOFTWARE ENGINEERING(MS),M546,40 IRVING PLACE,M,2,354,40 IRVING PLACE CONSOLIDATED LOCATION,8,Gramercy Arts High School|THE HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY|International High School at Union Square|Washington Irving HS|Union Square Academy for Health Sciences|Academy for Software Engineering|Success Academy Union Square (Manhattan 1)|Washington Irving evening school|40 IRVING PLACE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
921,M460,71M901,WASHINGTON IRVING EVENING SCHOOL,M902,40 IRVING PLACE,M,2,EVENING SCHOOL,40 IRVING PLACE CONSOLIDATED LOCATION,8,Gramercy Arts High School|THE HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY|International High School at Union Square|Washington Irving HS|Union Square Academy for Health Sciences|Academy for Software Engineering|Success Academy Union Square (Manhattan 1)|Washington Irving evening school|40 IRVING PLACE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
922,M460,84M174,SUCCESS ACADEMY CHARTER SCHOOL - MANHATTAN 1 - UNION SQUARE(MS),M174,40 IRVING PLACE,M,2,669,40 IRVING PLACE CONSOLIDATED LOCATION,8,Gramercy Arts High School|THE HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY|International High School at Union Square|Washington Irving HS|Union Square Academy for Health Sciences|Academy for Software Engineering|Success Academy Union Square (Manhattan 1)|Washington Irving evening school|40 IRVING PLACE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A
923,M460,,40 IRVING PLACE CONSOLIDATED LOCATION,,40 IRVING PLACE,M,2,2265,40 IRVING PLACE CONSOLIDATED LOCATION,8,Gramercy Arts High School|THE HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY|International High School at Union Square|Washington Irving HS|Union Square Academy for Health Sciences|Academy for Software Engineering|Success Academy Union Square (Manhattan 1)|Washington Irving evening school|40 IRVING PLACE CONSOLIDATED LOCATION,3,8,17,2,7,10C,2001-2500,1.21,7.43,22.93,3.29,4.29
924,M465,06M462,THE COLLEGE ACADEMY(MN),M462,549 AUDUBON AVENUE,M,6,354,549 AUDUBON AVENUE CONSOLIDATED LOCATION,5,George Washington Yabc |  The College Academy |  High School for Media and Communications |  High School for Law and Public Service |  High School for Health Careers and Sciences |  549 AUDUBON AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
925,M465,06M463,HS FOR MEDIA & COMMUNICATIONS(MN) ,M463,549 AUDUBON AVENUE,M,6,325,549 AUDUBON AVENUE CONSOLIDATED LOCATION,5,George Washington Yabc |  The College Academy |  High School for Media and Communications |  High School for Law and Public Service |  High School for Health Careers and Sciences |  549 AUDUBON AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
926,M465,06M465,GEORGE WASHINGTON HS(MN),M457,549 AUDUBON AVENUE,M,6,SCHOOL CLOSED,549 AUDUBON AVENUE CONSOLIDATED LOCATION,5,George Washington Yabc |  The College Academy |  High School for Media and Communications |  High School for Law and Public Service |  High School for Health Careers and Sciences |  549 AUDUBON AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
927,M465,06M467,HS FOR LAW & PUBLIC SERVICE(MN),M467,549 AUDUBON AVENUE,M,6,410,549 AUDUBON AVENUE CONSOLIDATED LOCATION,5,George Washington Yabc |  The College Academy |  High School for Media and Communications |  High School for Law and Public Service |  High School for Health Careers and Sciences |  549 AUDUBON AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
928,M465,06M468,HS FOR HEALTH CAREERS & SCIENCES(MN),M468,549 AUDUBON AVENUE,M,6,346,549 AUDUBON AVENUE CONSOLIDATED LOCATION,5,George Washington Yabc |  The College Academy |  High School for Media and Communications |  High School for Law and Public Service |  High School for Health Careers and Sciences |  549 AUDUBON AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
930,M470,03M402,THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS(MANHATTAN),M402,145 WEST 84 STREET,M,3,242,145 WEST 84 STREET CONSOLIDATED LOCATION,6,THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS(MANHATTAN)|THE GLOBAL LEARNING COLLABORATIVE(MANHATTAN)|INNOVATION DIPLOMA PLUS(MANHATTAN)|FRANK MCCOURT HS(MN)|LOUIS D. BRANDEIS HS(MN)| BRANDEIS YABC(MN)|145 WEST 84 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
931,M470,03M403,THE GLOBAL LEARNING COLLABORATIVE(MANHATTAN),M403,145 WEST 84 STREET,M,3,328,145 WEST 84 STREET CONSOLIDATED LOCATION,6,THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS(MANHATTAN)|THE GLOBAL LEARNING COLLABORATIVE(MANHATTAN)|INNOVATION DIPLOMA PLUS(MANHATTAN)|FRANK MCCOURT HS(MN)|LOUIS D. BRANDEIS HS(MN)| BRANDEIS YABC(MN)|145 WEST 84 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
932,M470,03M404,INNOVATION DIPLOMA PLUS(MANHATTAN),M404,145 WEST 84 STREET,M,3,161,145 WEST 84 STREET CONSOLIDATED LOCATION,6,THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS(MANHATTAN)|THE GLOBAL LEARNING COLLABORATIVE(MANHATTAN)|INNOVATION DIPLOMA PLUS(MANHATTAN)|FRANK MCCOURT HS(MN)|LOUIS D. BRANDEIS HS(MN)| BRANDEIS YABC(MN)|145 WEST 84 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
933,M470,03M417,FRANK MCCOURT HS(MN),M417,145 WEST 84 STREET,M,3,313,145 WEST 84 STREET CONSOLIDATED LOCATION,6,THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS(MANHATTAN)|THE GLOBAL LEARNING COLLABORATIVE(MANHATTAN)|INNOVATION DIPLOMA PLUS(MANHATTAN)|FRANK MCCOURT HS(MN)|LOUIS D. BRANDEIS HS(MN)| BRANDEIS YABC(MN)|145 WEST 84 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
934,M470,03M470,LOUIS D. BRANDEIS HS(MN) ,M470,145 WEST 84 STREET,M,3,SCHOOL CLOSED,145 WEST 84 STREET CONSOLIDATED LOCATION,6,THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS(MANHATTAN)|THE GLOBAL LEARNING COLLABORATIVE(MANHATTAN)|INNOVATION DIPLOMA PLUS(MANHATTAN)|FRANK MCCOURT HS(MN)|LOUIS D. BRANDEIS HS(MN)| BRANDEIS YABC(MN)|145 WEST 84 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
935,M470,03M577,BRANDEIS YABC(MN),M577,145 WEST 84 STREET,M,3,YABC,145 WEST 84 STREET CONSOLIDATED LOCATION,6,THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS(MANHATTAN)|THE GLOBAL LEARNING COLLABORATIVE(MANHATTAN)|INNOVATION DIPLOMA PLUS(MANHATTAN)|FRANK MCCOURT HS(MN)|LOUIS D. BRANDEIS HS(MN)| BRANDEIS YABC(MN)|145 WEST 84 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
936,M470,,145 WEST 84 STREET CONSOLIDATED LOCATION,,145 WEST 84 STREET,M,3,1044,145 WEST 84 STREET CONSOLIDATED LOCATION,6,THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS(MANHATTAN)|THE GLOBAL LEARNING COLLABORATIVE(MANHATTAN)|INNOVATION DIPLOMA PLUS(MANHATTAN)|FRANK MCCOURT HS(MN)|LOUIS D. BRANDEIS HS(MN)| BRANDEIS YABC(MN)|145 WEST 84 STREET CONSOLIDATED LOCATION,1,6,35,5,0,6C,1001-1250,0.61,2.55,6.1,1.29,1.48
937,M475,02M407,ICE INSTITUTE FOR COLLABORATIVE EDUCATION(MS) ,M407,345 EAST 15TH STREET,M,2,430,345 EAST 15TH STREET CONSOLIDATED LOCATION,3,P.S. M226 |  Institute for Collaborative Education |  High School for Health Professions and Human Servi |  345 EAST  15TH STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
938,M475,02M420,HS FOR HEALTH PROFESSIONS & HUMAN SERVICES(MS),M420,345 EAST 15TH STREET,M,2,1426,345 EAST 15TH STREET CONSOLIDATED LOCATION,3,P.S. M226 |  Institute for Collaborative Education |  High School for Health Professions and Human Servi |  345 EAST  15TH STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,7C,1251-1500,N/A,N/A,N/A,N/A,N/A
939,M475,75M226,P 226@HLTH PROF. & HUM. SER.(MS),M226,345 EAST 15TH STREET,M,2,244,345 EAST 15TH STREET CONSOLIDATED LOCATION,3,P.S. M226 |  Institute for Collaborative Education |  High School for Health Professions and Human Servi |  345 EAST  15TH STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
941,M477,02M475,STUYVESANT HS(MANHATTAN) ,M475,345 CHAMBERS STREET,M,2,2531,,1,STUYVESANT HS(MANHATTAN) ,0,3,11,1,0,11C,2501-3000,1.09,9.91,25.36,5,3.73
942,M480,02M225,ELLA BAKER SCHOOL PS 225(MN),M225,317 East 67th St,M,2,277,317 East 67th St CONSOLIDATED LOCATION,5,Ella Baker School |  Vanguard High School |  Manhattan International High School |  Talent Unlimited High School |  Urban Academy Laboratory High School |  317 EAST  67 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
943,M480,02M449,VANGUARD HS(MANHATTAN) ,M449,317 East 67th St,M,2,333,317 East 67th St CONSOLIDATED LOCATION,5,Ella Baker School |  Vanguard High School |  Manhattan International High School |  Talent Unlimited High School |  Urban Academy Laboratory High School |  317 EAST  67 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
944,M480,02M459,Manhattan International High School,M459,317 East 67th St,M,2,253,317 East 67th St CONSOLIDATED LOCATION,5,Ella Baker School |  Vanguard High School |  Manhattan International High School |  Talent Unlimited High School |  Urban Academy Laboratory High School |  317 EAST  67 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
945,M480,02M519,TALENT UNLIMITED HS(MANHATTAN) ,M519,317 East 67th St,M,2,361,317 East 67th St CONSOLIDATED LOCATION,5,Ella Baker School |  Vanguard High School |  Manhattan International High School |  Talent Unlimited High School |  Urban Academy Laboratory High School |  317 EAST  67 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
946,M480,79M565,URBAN ACADEMY LABORATORY HS(MANHATTAN) ,M565,317 East 67th St,M,79,116,317 East 67th St CONSOLIDATED LOCATION,5,Ella Baker School |  Vanguard High School |  Manhattan International High School |  Talent Unlimited High School |  Urban Academy Laboratory High School |  317 EAST  67 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
948,M485,03M485,FIORELLO H LAGUARDIA HS OF MUSIC ART & PERFORMING ARTS(MN),M485,100 AMSTERDAM AVENUE,M,3,2201,,1,FIORELLO H LAGUARDIA HS OF MUSIC ART & PERFORMING ARTS(MN),0,3,5,1,2,10C,2001-2500,1.21,7.43,22.93,3.29,4.29
949,M486,02M529,JACQUELINE K ONASSIS HS(MS),M529,120 WEST 46 STREET,M,2,455,,1,JACQUELINE K ONASSIS HS(MS),0,3,12,0,2,3C,251-500,0.25,1.03,2.22,0.55,0.58
950,M488,02M059,PS 59 BEEKMAN HILL INTERNATIONAL(MS),M059,231-249 East 56 Street,M,2,606,231-249 East 56 Street CONSOLIDATED LOCATION,2,P.S. 059 Beekman Hill International |  Art and Design High School |  231-249 EAST 56 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A
951,M488,02M630,ART & DESIGN HS @PS 59M(MS),M630,245 East 56 Street,M,2,1098,231-249 East 56 Street CONSOLIDATED LOCATION,2,P.S. 059 Beekman Hill International |  Art and Design High School |  231-249 EAST 56 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,6C,1001-1250,N/A,N/A,N/A,N/A,N/A
953,M490,03M299,HS FOR ARTS IMAGINATION & INQUIRY(MN),M299,122 AMSTERDAM AVENUE,M,3,391,122 AMSTERDAM AVENUE CONSOLIDATED LOCATION,5,"High School for Arts, Imagination and Inquiry |  Urban Assembly School for Media Studies, The |  High School for Law, Advocacy and Community Justic |  High School of Arts and Technology |  Manhattan / Hunter Science High School |  122 AMSTERDAM AVENUE CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
954,M490,03M307,THE URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES(MLK EDUCATIONAL CAMPUS),M307,122 AMSTERDAM AVENUE,M,3,304,122 AMSTERDAM AVENUE CONSOLIDATED LOCATION,5,"High School for Arts, Imagination and Inquiry |  Urban Assembly School for Media Studies, The |  High School for Law, Advocacy and Community Justic |  High School of Arts and Technology |  Manhattan / Hunter Science High School |  122 AMSTERDAM AVENUE CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
955,M490,03M492,HS FOR LAW ADVOCACY & COMMUNITY JUSTICE(MN),M492,122 AMSTERDAM AVENUE,M,3,358,122 AMSTERDAM AVENUE CONSOLIDATED LOCATION,5,"High School for Arts, Imagination and Inquiry |  Urban Assembly School for Media Studies, The |  High School for Law, Advocacy and Community Justic |  High School of Arts and Technology |  Manhattan / Hunter Science High School |  122 AMSTERDAM AVENUE CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
956,M490,03M494,HS OF ARTS & TECHNOLOGY(MN) ,M494,122 AMSTERDAM AVENUE,M,3,420,122 AMSTERDAM AVENUE CONSOLIDATED LOCATION,5,"High School for Arts, Imagination and Inquiry |  Urban Assembly School for Media Studies, The |  High School for Law, Advocacy and Community Justic |  High School of Arts and Technology |  Manhattan / Hunter Science High School |  122 AMSTERDAM AVENUE CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
957,M490,03M541,MANHATTAN HUNTER SCIENCE HS(MN),M541,122 AMSTERDAM AVENUE,M,3,332,122 AMSTERDAM AVENUE CONSOLIDATED LOCATION,5,"High School for Arts, Imagination and Inquiry |  Urban Assembly School for Media Studies, The |  High School for Law, Advocacy and Community Justic |  High School of Arts and Technology |  Manhattan / Hunter Science High School |  122 AMSTERDAM AVENUE CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
958,M490,,122 AMSTERDAM AVENUE CONSOLIDATED LOCATION,,122 AMSTERDAM AVENUE,M,3,1805,122 AMSTERDAM AVENUE CONSOLIDATED LOCATION,5,"High School for Arts, Imagination and Inquiry |  Urban Assembly School for Media Studies, The |  High School for Law, Advocacy and Community Justic |  High School of Arts and Technology |  Manhattan / Hunter Science High School |  122 AMSTERDAM AVENUE CONSOLIDATED LOCATION",2,5,27,3,4,9C,1751-2000,1.35,4.73,18.5,2.46,2.92
959,M495,04M495,PARK EAST HS(MN),M495,230-34 EAST 105 STREET,M,4,307,,1,PARK EAST HS(MN),1,0,2,0,1,3C,251-500,0.25,1.03,2.22,0.55,0.58
